"OWC","eHRAF.Name","ID","EA.ID","PSF.Cluster","Coder","H.1.","H.2.a.","H.2.b.","H.3.","H.4.","H.5.","H.6.","H.7.3.","H.7.2.","H.8.","H.9.a.","H.9.b.","H.9.c.","H.9.d.","H.10.","H.11.","H.12.","periods","time","period.count"
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"30",4
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"30",4
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"30",4
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"30",4
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"60",4
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"60",4
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"60",4
"AA01","Korea",116,"Ed01","25","DR",5,"GEN","GEN","30,60 ",1,"Fl",2,2,2,2,3,NA,2,3,3,5,3,2,"60",4
"AA01","Korea",116,"Ed01","25","DR",11,"1871","1872","90",1,"Dr",2,1,1,2,4,NA,4,1,4,3,3,1,"90",1
"AA01","Korea",116,"Ed01","25","DR",14,"1919","1919","30",1,"Dr",2,1,1,2,4,NA,1,1,4,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",18,"1939","1939","30",1,"Dr",2,1,1,2,4,NA,NA,1,4,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",19,"1946","1946","30",1,"Dr",2,1,1,2,NA,NA,NA,NA,NA,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",21,"1946","1946","30",1,"Fl",2,2,2,2,3,NA,NA,2,3,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"30",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",24,"GEN","GEN","30,60",1,"GsEp",2,2,2,2,1,1,2,2,2,7,3,2,"60",20
"AA01","Korea",116,"Ed01","25","DR",25,"GEN","GEN","30,60",1,"Hu",2,2,2,1,NA,NA,2,NA,2,2,2,2,NA,0
"AA01","Korea",116,"Ed01","25","DR",26,"1928","1929","30",1,"Dr",2,1,1,2,2.5,NA,1,1,2.5,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",27,"1931","1931","30",1,"Dr",2,1,1,2,2.5,NA,1,1,2.5,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",28,"1894","1894","60",1,"GsEp",2,2,2,NA,1,1,1,1,1,3,3,1,"60",1
"AA01","Korea",116,"Ed01","25","DR",31,"1884","1885","90",1,"Fl",2,2,2,2,1,1,1,1,1,3,3,1,"90",1
"AA01","Korea",116,"Ed01","25","DR",33,"1900","1900","60",1,"Fl",2,2,2,3,1,1,1,1,1,3,3,1,"60",1
"AA01","Korea",116,"Ed01","25","DR",34,"1930","1931","30",1,"Ha",2,2,2,NA,2,NA,NA,NA,2,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",35,"1930","1931","30",1,"Fl",2,2,2,2,3,NA,NA,NA,3,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",36,"1930","1931","30",1,"Wi",2,2,2,3,3,NA,NA,NA,3,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",37,"1933","1933","30",1,"Hu",2,2,2,1,1,1,1,1,1,3,3,1,"30",1
"AA01","Korea",116,"Ed01","25","DR",38,"1946","1946","30",1,"GsEp",2,2,2,1,NA,NA,NA,NA,2.5,3,3,1,"30",1
"AB06","Ainu",118,"Ec07",NA,"CH",2,"GEN","GEN","30, 60, 90",2,"WSC",NA,1,1,1,4,1,4,1,4,2,2,3,NA,0
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"30",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",5,"GEN","GEN","30, 60",2,"Fl",2,1.5,NA,3,1,1,1,2,2,7,3,2,"60",20
"AB06","Ainu",118,"Ec07",NA,"CH",6,"GEN","GEN","30",2,"Fi",1,2,2,2,1,1,1,2,2,4,3,1,"30",2
"AB06","Ainu",118,"Ec07",NA,"CH",6,"GEN","GEN","30",2,"Fi",1,2,2,2,1,1,1,2,2,4,3,1,"30",2
"AB06","Ainu",118,"Ec07",NA,"CH",7,"GEN","GEN","30, 60",2,"Ea",1,2,2,1,1,1,1,2,2,4,3,2,"30",2
"AB06","Ainu",118,"Ec07",NA,"CH",7,"GEN","GEN","30, 60",2,"Ea",1,2,2,1,1,1,1,2,2,4,3,2,"30",2
"AB06","Ainu",118,"Ec07",NA,"CH",7,"GEN","GEN","30, 60",2,"Ea",1,2,2,1,1,1,1,2,2,4,3,2,"60",2
"AB06","Ainu",118,"Ec07",NA,"CH",7,"GEN","GEN","30, 60",2,"Ea",1,2,2,1,1,1,1,2,2,4,3,2,"60",2
"AB43","Okayama",117,"Ed05",NA,"AD",2,"1925","1925","30",2,"Dr",2,1,1,2,4,1,1,1,4,3,3,1,"30",1
"AB43","Okayama",117,"Ed05",NA,"AD",3,"1945","1945","30",2,"Dr",2,1,1,2,4,1,1,1,4,3,3,1,"30",1
"AB43","Okayama",117,"Ed05",NA,"AD",4,"1946","1946","30",2,"Dr",2,1,1,2,4,1,1,1,4,3,3,1,"30",1
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"30",4
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"30",4
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"30",4
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"30",4
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"60",4
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"60",4
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"60",4
"AB43","Okayama",117,"Ed05",NA,"AD",8,"GEN","GEN","30, 60",2,"Fl",2,2,2,2,3,3,1,3,3,5,3,2,"60",4
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"30",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"60",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
"AB43","Okayama",117,"Ed05",NA,"AD",9,"GEN","GEN","30, 60, 90",2,"Dr",2,1,1,2,2,1,1,1,2,7,3,3,"90",20
